goodBet,betStrength,oddsCalculated,oddsSkyBet,time,title
True,1.1417096575873407,1.1943810359964881,1.3636363636363638,19:45,Burnley vs Liverpool
True,1.2364990689013033,1.0783132530120483,1.3333333333333333,19:45,Everton vs Newcastle
True,1.1656284767463305,1.1438750510412414,1.3333333333333333,19:45,Fulham vs Leicester
True,1.1471135940409682,1.2204545454545455,1.4,19:45,Wolves vs Chelsea
True,1.048247841543931,1.2265365448504983,1.2857142857142856,20:00,Manchester Utd vs Arsenal
True,1.0400809868396386,1.2018294881038212,1.25,20:00,Tottenham vs Southampton
True,1.0523580615824346,1.2217460317460318,1.2857142857142856,19:00,Rochdale vs Oldham
True,1.1810293593248542,1.0886387163561078,1.2857142857142856,19:30,Shrewsbury vs Walsall
False,0.8439591788218912,1.5234318412284513,1.2857142857142856,19:45,Luton Town vs Southend
False,0.8387976129079793,1.5328063241106715,1.2857142857142856,19:45,Swansea U21 vs Bristol Rovers
False,0.7922803453529708,1.8932692307692314,1.5,18:00,Bordeaux vs St Etienne
False,0.8736139044072005,1.6025385962120005,1.4,18:00,Caen vs Nîmes Olympique
False,0.7629253428136107,1.8350419384902148,1.4,18:00,Dijon FCO vs Guingamp
False,0.9692647323842132,1.4443938309364224,1.4,18:00,Lyon vs Rennes
False,0.9420165795638854,1.4861734181452961,1.4,18:00,Nantes vs Marseille
False,0.9677138503954146,1.5500449842555106,1.5,18:00,Stade Reims vs Toulouse
True,1.0972463251317401,1.2759213386583088,1.4,20:00,RC Strasbourg vs Paris St Germain
False,0.7530206573989866,1.8108883869753438,1.3636363636363638,19:45,Dundee vs Hamilton
False,0.8114701930556538,1.5404139433551198,1.25,19:45,Hibernian vs St Mirren
False,0.9965146798274013,1.3684056956115778,1.3636363636363638,19:45,Kilmarnock vs Livingston
True,1.0525216987879609,1.2667989029287883,1.3333333333333333,19:45,Motherwell vs Celtic
True,1.0753736486976708,1.1623866751001477,1.25,19:45,Rangers vs Aberdeen
True,1.0770142992557932,1.2998898909395975,1.4,19:45,St Johnstone vs Hearts
